"id","codi_estacio","codi_variable","data_lectura","data_extrem","valor_lectura","codi_estat","codi_base"
"X4440201090600","X4","44","2009-01-02T06:00:00.000","2009-01-02T06:00:00.000","76","V","HO"
"X4500201090600","X4","50","2009-01-02T06:00:00.000","2009-01-02T06:28:00.000","2.1","V","HO"
"X4360201090600","X4","36","2009-01-02T06:00:00.000",,"0","V","HO"
"X4350201090700","X4","35","2009-01-02T07:00:00.000",,"0","V","HO"
"X4360201090700","X4","36","2009-01-02T07:00:00.000",,"5","V","HO"
"X4330201090700","X4","33","2009-01-02T07:00:00.000",,"75","V","HO"
"X4320201090700","X4","32","2009-01-02T07:00:00.000",,"11.7","V","HO"
"X4340201090700","X4","34","2009-01-02T07:00:00.000",,"1014","V","HO"
"X4500201090700","X4","50","2009-01-02T07:00:00.000","2009-01-02T07:31:00.000","2.7","V","HO"
"X4440201090700","X4","44","2009-01-02T07:00:00.000","2009-01-02T07:39:00.000","73","V","HO"
"X4420201090700","X4","42","2009-01-02T07:00:00.000","2009-01-02T07:00:00.000","11.4","V","HO"
"X4400201090700","X4","40","2009-01-02T07:00:00.000","2009-01-02T07:43:00.000","11.8","V","HO"
"X4510201090700","X4","51","2009-01-02T07:00:00.000",,"346","V","HO"
"X4510201090800","X4","51","2009-01-02T08:00:00.000",,"216","V","HO"
"X4500201090800","X4","50","2009-01-02T08:00:00.000","2009-01-02T08:22:00.000","2","V","HO"
"X4440201090800","X4","44","2009-01-02T08:00:00.000","2009-01-02T08:56:00.000","74","V","HO"
"X4420201090800","X4","42","2009-01-02T08:00:00.000","2009-01-02T08:00:00.000","11.8","V","HO"
"X4400201090800","X4","40","2009-01-02T08:00:00.000","2009-01-02T08:57:00.000","11.9","V","HO"
"X4360201090800","X4","36","2009-01-02T08:00:00.000",,"32","V","HO"
"X4350201090800","X4","35","2009-01-02T08:00:00.000",,"0","V","HO"
"X4340201090800","X4","34","2009-01-02T08:00:00.000",,"1014","V","HO"
"X4330201090800","X4","33","2009-01-02T08:00:00.000",,"75","V","HO"
"X4320201090800","X4","32","2009-01-02T08:00:00.000",,"11.8","V","HO"
"X4320201090900","X4","32","2009-01-02T09:00:00.000",,"12","V","HO"
"X4330201090900","X4","33","2009-01-02T09:00:00.000",,"75","V","HO"
"X4340201090900","X4","34","2009-01-02T09:00:00.000",,"1014","V","HO"
"X4350201090900","X4","35","2009-01-02T09:00:00.000",,"0","V","HO"
"X4360201090900","X4","36","2009-01-02T09:00:00.000",,"76","V","HO"
"X4400201090900","X4","40","2009-01-02T09:00:00.000","2009-01-02T09:46:00.000","12.1","V","HO"
"X4420201090900","X4","42","2009-01-02T09:00:00.000","2009-01-02T09:26:00.000","11.9","V","HO"
"X4440201090900","X4","44","2009-01-02T09:00:00.000","2009-01-02T09:50:00.000","74","V","HO"
"X4500201090900","X4","50","2009-01-02T09:00:00.000","2009-01-02T09:16:00.000","2.1","V","HO"
"X4510201090900","X4","51","2009-01-02T09:00:00.000",,"83","V","HO"
"X4510201091000","X4","51","2009-01-02T10:00:00.000",,"179","V","HO"
"X4320201091000","X4","32","2009-01-02T10:00:00.000",,"12.2","V","HO"
"X4330201091000","X4","33","2009-01-02T10:00:00.000",,"74","V","HO"
"X4340201091000","X4","34","2009-01-02T10:00:00.000",,"1014","V","HO"
"X4350201091000","X4","35","2009-01-02T10:00:00.000",,"0.1","V","HO"
"X4360201091000","X4","36","2009-01-02T10:00:00.000",,"120","V","HO"
"X4400201091000","X4","40","2009-01-02T10:00:00.000","2009-01-02T10:43:00.000","12.4","V","HO"
"X4420201091000","X4","42","2009-01-02T10:00:00.000","2009-01-02T10:06:00.000","12","V","HO"
"X4440201091000","X4","44","2009-01-02T10:00:00.000","2009-01-02T10:25:00.000","73","V","HO"
"X4500201091000","X4","50","2009-01-02T10:00:00.000","2009-01-02T10:42:00.000","1.9","V","HO"
"X4500201091100","X4","50","2009-01-02T11:00:00.000","2009-01-02T11:28:00.000","2.7","V","HO"
"X4510201091100","X4","51","2009-01-02T11:00:00.000",,"259","V","HO"
"X4320201091100","X4","32","2009-01-02T11:00:00.000",,"12.5","V","HO"
"X4330201091100","X4","33","2009-01-02T11:00:00.000",,"77","V","HO"
"X4440201091100","X4","44","2009-01-02T11:00:00.000","2009-01-02T11:09:00.000","75","V","HO"
"X4350201091100","X4","35","2009-01-02T11:00:00.000",,"0","V","HO"
"X4360201091100","X4","36","2009-01-02T11:00:00.000",,"162","V","HO"
"X4400201091100","X4","40","2009-01-02T11:00:00.000","2009-01-02T11:58:00.000","12.7","V","HO"
"X4420201091100","X4","42","2009-01-02T11:00:00.000","2009-01-02T11:00:00.000","12.3","V","HO"
"X4340201091100","X4","34","2009-01-02T11:00:00.000",,"1013","V","HO"
"X4350201091200","X4","35","2009-01-02T12:00:00.000",,"0","V","HO"
"X4340201091200","X4","34","2009-01-02T12:00:00.000",,"1013","V","HO"
"X4330201091200","X4","33","2009-01-02T12:00:00.000",,"76","V","HO"
"X4320201091200","X4","32","2009-01-02T12:00:00.000",,"12.9","V","HO"
"X4360201091200","X4","36","2009-01-02T12:00:00.000",,"190","V","HO"
"X4440201091200","X4","44","2009-01-02T12:00:00.000","2009-01-02T12:57:00.000","73","V","HO"
"X4500201091200","X4","50","2009-01-02T12:00:00.000","2009-01-02T12:41:00.000","3.1","V","HO"
"X4510201091200","X4","51","2009-01-02T12:00:00.000",,"258","V","HO"
"X4400201091200","X4","40","2009-01-02T12:00:00.000","2009-01-02T12:58:00.000","13.2","V","HO"
"X4420201091200","X4","42","2009-01-02T12:00:00.000","2009-01-02T12:00:00.000","12.7","V","HO"
"X4510201091300","X4","51","2009-01-02T13:00:00.000",,"268","V","HO"
"X4330201091300","X4","33","2009-01-02T13:00:00.000",,"73","V","HO"
"X4320201091300","X4","32","2009-01-02T13:00:00.000",,"13.3","V","HO"
"X4340201091300","X4","34","2009-01-02T13:00:00.000",,"1012","V","HO"
"X4500201091300","X4","50","2009-01-02T13:00:00.000","2009-01-02T13:49:00.000","4","V","HO"
"X4360201091300","X4","36","2009-01-02T13:00:00.000",,"136","V","HO"
"X4400201091300","X4","40","2009-01-02T13:00:00.000","2009-01-02T13:18:00.000","13.4","V","HO"
"X4420201091300","X4","42","2009-01-02T13:00:00.000","2009-01-02T13:53:00.000","13.1","V","HO"
"X4440201091300","X4","44","2009-01-02T13:00:00.000","2009-01-02T13:16:00.000","71","V","HO"
"X4350201091300","X4","35","2009-01-02T13:00:00.000",,"0","V","HO"
"X4320201091400","X4","32","2009-01-02T14:00:00.000",,"13","V","HO"
"X4510201091400","X4","51","2009-01-02T14:00:00.000",,"246","V","HO"
"X4500201091400","X4","50","2009-01-02T14:00:00.000","2009-01-02T14:03:00.000","4","V","HO"
"X4440201091400","X4","44","2009-01-02T14:00:00.000","2009-01-02T14:03:00.000","73","V","HO"
"X4330201091400","X4","33","2009-01-02T14:00:00.000",,"76","V","HO"
"X4400201091400","X4","40","2009-01-02T14:00:00.000","2009-01-02T14:01:00.000","13.2","V","HO"
"X4360201091400","X4","36","2009-01-02T14:00:00.000",,"94","V","HO"
"X4350201091400","X4","35","2009-01-02T14:00:00.000",,"0","V","HO"
"X4340201091400","X4","34","2009-01-02T14:00:00.000",,"1012","V","HO"
"X4420201091400","X4","42","2009-01-02T14:00:00.000","2009-01-02T14:50:00.000","12.8","V","HO"
"X4320201091500","X4","32","2009-01-02T15:00:00.000",,"12.9","V","HO"
"X4330201091500","X4","33","2009-01-02T15:00:00.000",,"74","V","HO"
"X4340201091500","X4","34","2009-01-02T15:00:00.000",,"1012","V","HO"
"X4440201091500","X4","44","2009-01-02T15:00:00.000","2009-01-02T15:19:00.000","70","V","HO"
"X4420201091500","X4","42","2009-01-02T15:00:00.000","2009-01-02T15:00:00.000","12.8","V","HO"
"X4510201091500","X4","51","2009-01-02T15:00:00.000",,"67","V","HO"
"X4350201091500","X4","35","2009-01-02T15:00:00.000",,"0","V","HO"
"X4360201091500","X4","36","2009-01-02T15:00:00.000",,"36","V","HO"
"X4400201091500","X4","40","2009-01-02T15:00:00.000","2009-01-02T15:22:00.000","13","V","HO"
"X4500201091500","X4","50","2009-01-02T15:00:00.000","2009-01-02T15:29:00.000","2.9","V","HO"
"X4320201091600","X4","32","2009-01-02T16:00:00.000",,"12.7","V","HO"
"X4330201091600","X4","33","2009-01-02T16:00:00.000",,"73","V","HO"
"X4340201091600","X4","34","2009-01-02T16:00:00.000",,"1012","V","HO"
"X4350201091600","X4","35","2009-01-02T16:00:00.000",,"0","V","HO"
"X4360201091600","X4","36","2009-01-02T16:00:00.000",,"6","V","HO"
"X4020201091600","X4","2","2009-01-02T16:00:00.000","2009-01-02T16:24:00.000","1012","V","HO"
"X4420201091600","X4","42","2009-01-02T16:00:00.000","2009-01-02T16:38:00.000","12.5","V","HO"
"X4440201091600","X4","44","2009-01-02T16:00:00.000","2009-01-02T16:44:00.000","70","V","HO"
"X4500201091600","X4","50","2009-01-02T16:00:00.000","2009-01-02T16:56:00.000","2.6","V","HO"
"X4510201091600","X4","51","2009-01-02T16:00:00.000",,"260","V","HO"
"X4400201091600","X4","40","2009-01-02T16:00:00.000","2009-01-02T16:00:00.000","12.9","V","HO"
"X4420201091700","X4","42","2009-01-02T17:00:00.000","2009-01-02T17:58:00.000","12.1","V","HO"
"X4440201091700","X4","44","2009-01-02T17:00:00.000","2009-01-02T17:15:00.000","70","V","HO"
"X4500201091700","X4","50","2009-01-02T17:00:00.000","2009-01-02T17:07:00.000","3.4","V","HO"
"X4510201091700","X4","51","2009-01-02T17:00:00.000",,"282","V","HO"
"X4400201091700","X4","40","2009-01-02T17:00:00.000","2009-01-02T17:00:00.000","12.6","V","HO"
"X4330201091700","X4","33","2009-01-02T17:00:00.000",,"72","V","HO"
"X4340201091700","X4","34","2009-01-02T17:00:00.000",,"1012","V","HO"
"X4350201091700","X4","35","2009-01-02T17:00:00.000",,"0","V","HO"
"X4360201091700","X4","36","2009-01-02T17:00:00.000",,"0","V","HO"
"X4320201091700","X4","32","2009-01-02T17:00:00.000",,"12.3","V","HO"
"X4320201091800","X4","32","2009-01-02T18:00:00.000",,"11.8","V","HO"
"X4330201091800","X4","33","2009-01-02T18:00:00.000",,"75","V","HO"
"X4340201091800","X4","34","2009-01-02T18:00:00.000",,"1012","V","HO"
"X4360201091800","X4","36","2009-01-02T18:00:00.000",,"0","V","HO"
"X4350201091800","X4","35","2009-01-02T18:00:00.000",,"0","V","HO"
"X4420201091800","X4","42","2009-01-02T18:00:00.000","2009-01-02T18:48:00.000","11.6","V","HO"
"X4440201091800","X4","44","2009-01-02T18:00:00.000","2009-01-02T18:03:00.000","74","V","HO"
"X4500201091800","X4","50","2009-01-02T18:00:00.000","2009-01-02T18:51:00.000","1.6","V","HO"
"X4510201091800","X4","51","2009-01-02T18:00:00.000",,"216","V","HO"
"X4400201091800","X4","40","2009-01-02T18:00:00.000","2009-01-02T18:00:00.000","12.1","V","HO"
"X4320201091900","X4","32","2009-01-02T19:00:00.000",,"11.3","V","HO"
"X4330201091900","X4","33","2009-01-02T19:00:00.000",,"73","V","HO"
"X4340201091900","X4","34","2009-01-02T19:00:00.000",,"1012","V","HO"
"X4350201091900","X4","35","2009-01-02T19:00:00.000",,"0","V","HO"
"X4510201091900","X4","51","2009-01-02T19:00:00.000",,"262","V","HO"
"X4400201091900","X4","40","2009-01-02T19:00:00.000","2009-01-02T19:00:00.000","11.6","V","HO"
"X4420201091900","X4","42","2009-01-02T19:00:00.000","2009-01-02T19:53:00.000","11","V","HO"
"X4440201091900","X4","44","2009-01-02T19:00:00.000","2009-01-02T19:30:00.000","72","V","HO"
"X4500201091900","X4","50","2009-01-02T19:00:00.000","2009-01-02T19:07:00.000","2.5","V","HO"
"X4360201091900","X4","36","2009-01-02T19:00:00.000",,"0","V","HO"
"X4320201092000","X4","32","2009-01-02T20:00:00.000",,"10.9","V","HO"
"X4330201092000","X4","33","2009-01-02T20:00:00.000",,"76","V","HO"
"X4340201092000","X4","34","2009-01-02T20:00:00.000",,"1012","V","HO"
"X4350201092000","X4","35","2009-01-02T20:00:00.000",,"0","V","HO"
"X4510201092000","X4","51","2009-01-02T20:00:00.000",,"29","V","HO"
"X4400201092000","X4","40","2009-01-02T20:00:00.000","2009-01-02T20:00:00.000","11","V","HO"
"X4420201092000","X4","42","2009-01-02T20:00:00.000","2009-01-02T20:58:00.000","10.7","V","HO"
"X4440201092000","X4","44","2009-01-02T20:00:00.000","2009-01-02T20:00:00.000","73","V","HO"
"X4500201092000","X4","50","2009-01-02T20:00:00.000","2009-01-02T20:18:00.000","2.4","V","HO"
"X4360201092000","X4","36","2009-01-02T20:00:00.000",,"0","V","HO"
"X4320201092100","X4","32","2009-01-02T21:00:00.000",,"10.5","V","HO"
"X4330201092100","X4","33","2009-01-02T21:00:00.000",,"77","V","HO"
"X4400201092100","X4","40","2009-01-02T21:00:00.000","2009-01-02T21:00:00.000","10.7","V","HO"
"X4420201092100","X4","42","2009-01-02T21:00:00.000","2009-01-02T21:50:00.000","10.3","V","HO"
"X4360201092100","X4","36","2009-01-02T21:00:00.000",,"0","V","HO"
"X4500201092100","X4","50","2009-01-02T21:00:00.000","2009-01-02T21:42:00.000","1.6","V","HO"
"X4510201092100","X4","51","2009-01-02T21:00:00.000",,"263","V","HO"
"X4340201092100","X4","34","2009-01-02T21:00:00.000",,"1012","V","HO"
"X4350201092100","X4","35","2009-01-02T21:00:00.000",,"0","V","HO"
"X4440201092100","X4","44","2009-01-02T21:00:00.000","2009-01-02T21:58:00.000","76","V","HO"
"X4320201092200","X4","32","2009-01-02T22:00:00.000",,"10.2","V","HO"
"X4330201092200","X4","33","2009-01-02T22:00:00.000",,"75","V","HO"
"X4340201092200","X4","34","2009-01-02T22:00:00.000",,"1012","V","HO"
"X4350201092200","X4","35","2009-01-02T22:00:00.000",,"0","V","HO"
"X4510201092200","X4","51","2009-01-02T22:00:00.000",,"292","V","HO"
"X4400201092200","X4","40","2009-01-02T22:00:00.000","2009-01-02T22:00:00.000","10.3","V","HO"
"X4420201092200","X4","42","2009-01-02T22:00:00.000","2009-01-02T22:58:00.000","9.9","V","HO"
"X4440201092200","X4","44","2009-01-02T22:00:00.000","2009-01-02T22:32:00.000","74","V","HO"
"X4500201092200","X4","50","2009-01-02T22:00:00.000","2009-01-02T22:24:00.000","2.4","V","HO"
"X4360201092200","X4","36","2009-01-02T22:00:00.000",,"0","V","HO"
"X4320201092300","X4","32","2009-01-02T23:00:00.000",,"9.8","V","HO"
"X4330201092300","X4","33","2009-01-02T23:00:00.000",,"74","V","HO"
"X4340201092300","X4","34","2009-01-02T23:00:00.000",,"1012","V","HO"
"X4350201092300","X4","35","2009-01-02T23:00:00.000",,"0","V","HO"
"X4510201092300","X4","51","2009-01-02T23:00:00.000",,"291","V","HO"
"X4400201092300","X4","40","2009-01-02T23:00:00.000","2009-01-02T23:01:00.000","10","V","HO"
"X4420201092300","X4","42","2009-01-02T23:00:00.000","2009-01-02T23:53:00.000","9.6","V","HO"
"X4440201092300","X4","44","2009-01-02T23:00:00.000","2009-01-02T23:18:00.000","74","V","HO"
"X4500201092300","X4","50","2009-01-02T23:00:00.000","2009-01-02T23:56:00.000","2.6","V","HO"
"X4360201092300","X4","36","2009-01-02T23:00:00.000",,"0","V","HO"
"X4320301090000","X4","32","2009-01-03T00:00:00.000",,"9.7","V","HO"
"X4330301090000","X4","33","2009-01-03T00:00:00.000",,"74","V","HO"
"X4340301090000","X4","34","2009-01-03T00:00:00.000",,"1012","V","HO"
"X4350301090000","X4","35","2009-01-03T00:00:00.000",,"0","V","HO"
"X4360301090000","X4","36","2009-01-03T00:00:00.000",,"0","V","HO"
"X4400301090000","X4","40","2009-01-03T00:00:00.000","2009-01-03T00:15:00.000","9.8","V","HO"
"X4420301090000","X4","42","2009-01-03T00:00:00.000","2009-01-03T00:51:00.000","9.6","V","HO"
"X4440301090000","X4","44","2009-01-03T00:00:00.000","2009-01-03T00:08:00.000","74","V","HO"
"X4500301090000","X4","50","2009-01-03T00:00:00.000","2009-01-03T00:05:00.000","3.1","V","HO"
"X4510301090000","X4","51","2009-01-03T00:00:00.000",,"293","V","HO"
"X4320301090100","X4","32","2009-01-03T01:00:00.000",,"9.5","V","HO"
"X4330301090100","X4","33","2009-01-03T01:00:00.000",,"75","V","HO"
"X4340301090100","X4","34","2009-01-03T01:00:00.000",,"1012","V","HO"
"X4350301090100","X4","35","2009-01-03T01:00:00.000",,"0","V","HO"
"X4360301090100","X4","36","2009-01-03T01:00:00.000",,"0","V","HO"
"X4400301090100","X4","40","2009-01-03T01:00:00.000","2009-01-03T01:22:00.000","9.6","V","HO"
"X4420301090100","X4","42","2009-01-03T01:00:00.000","2009-01-03T01:58:00.000","9.3","V","HO"
"X4440301090100","X4","44","2009-01-03T01:00:00.000","2009-01-03T01:24:00.000","74","V","HO"
"X4500301090100","X4","50","2009-01-03T01:00:00.000","2009-01-03T01:18:00.000","2","V","HO"
"X4510301090100","X4","51","2009-01-03T01:00:00.000",,"290","V","HO"
"X4350301090200","X4","35","2009-01-03T02:00:00.000",,"0","V","HO"
"X4360301090200","X4","36","2009-01-03T02:00:00.000",,"0","V","HO"
"X4400301090200","X4","40","2009-01-03T02:00:00.000","2009-01-03T02:55:00.000","9.7","V","HO"
"X4420301090200","X4","42","2009-01-03T02:00:00.000","2009-01-03T02:01:00.000","9.3","V","HO"
"X4320301090200","X4","32","2009-01-03T02:00:00.000",,"9.5","V","HO"
"X4500301090200","X4","50","2009-01-03T02:00:00.000","2009-01-03T02:41:00.000","1.3","V","HO"
"X4330301090200","X4","33","2009-01-03T02:00:00.000",,"76","V","HO"
"X4510301090200","X4","51","2009-01-03T02:00:00.000",,"221","V","HO"
"X4340301090200","X4","34","2009-01-03T02:00:00.000",,"1011","V","HO"
"X4440301090200","X4","44","2009-01-03T02:00:00.000","2009-01-03T02:56:00.000","75","V","HO"
"X4320301090300","X4","32","2009-01-03T03:00:00.000",,"9.9","V","HO"
"X4330301090300","X4","33","2009-01-03T03:00:00.000",,"74","V","HO"
"X4340301090300","X4","34","2009-01-03T03:00:00.000",,"1011","V","HO"
"X4350301090300","X4","35","2009-01-03T03:00:00.000",,"0","V","HO"
"X4510301090300","X4","51","2009-01-03T03:00:00.000",,"76","V","HO"
"X4400301090300","X4","40","2009-01-03T03:00:00.000","2009-01-03T03:51:00.000","10.1","V","HO"
"X4420301090300","X4","42","2009-01-03T03:00:00.000","2009-01-03T03:03:00.000","9.7","V","HO"
"X4440301090300","X4","44","2009-01-03T03:00:00.000","2009-01-03T03:35:00.000","73","V","HO"
"X4500301090300","X4","50","2009-01-03T03:00:00.000","2009-01-03T03:49:00.000","2.1","V","HO"
"X4360301090300","X4","36","2009-01-03T03:00:00.000",,"0","V","HO"
"X4350301090400","X4","35","2009-01-03T04:00:00.000",,"0","V","HO"
"X4340301090400","X4","34","2009-01-03T04:00:00.000",,"1011","V","HO"
"X4330301090400","X4","33","2009-01-03T04:00:00.000",,"75","V","HO"
"X4320301090400","X4","32","2009-01-03T04:00:00.000",,"10.1","V","HO"
"X4510301090400","X4","51","2009-01-03T04:00:00.000",,"161","V","HO"
"X4400301090400","X4","40","2009-01-03T04:00:00.000","2009-01-03T04:50:00.000","10.2","V","HO"
"X4420301090400","X4","42","2009-01-03T04:00:00.000","2009-01-03T04:03:00.000","10","V","HO"
"X4440301090400","X4","44","2009-01-03T04:00:00.000","2009-01-03T04:00:00.000","74","V","HO"
"X4500301090400","X4","50","2009-01-03T04:00:00.000","2009-01-03T04:58:00.000","1.3","V","HO"
"X4360301090400","X4","36","2009-01-03T04:00:00.000",,"0","V","HO"
"X4320301090500","X4","32","2009-01-03T05:00:00.000",,"10.3","V","HO"
"X4330301090500","X4","33","2009-01-03T05:00:00.000",,"75","V","HO"
"X4340301090500","X4","34","2009-01-03T05:00:00.000",,"1011","V","HO"
"X4350301090500","X4","35","2009-01-03T05:00:00.000",,"0","V","HO"
"X4510301090500","X4","51","2009-01-03T05:00:00.000",,"77","V","HO"
"X4400301090500","X4","40","2009-01-03T05:00:00.000","2009-01-03T05:38:00.000","10.3","V","HO"
"X4420301090500","X4","42","2009-01-03T05:00:00.000","2009-01-03T05:00:00.000","10.2","V","HO"
"X4440301090500","X4","44","2009-01-03T05:00:00.000","2009-01-03T05:58:00.000","74","V","HO"
"X4500301090500","X4","50","2009-01-03T05:00:00.000","2009-01-03T05:48:00.000","1.3","V","HO"
"X4360301090500","X4","36","2009-01-03T05:00:00.000",,"0","V","HO"
"X4510301090600","X4","51","2009-01-03T06:00:00.000",,"72","V","HO"
"X4320301090600","X4","32","2009-01-03T06:00:00.000",,"10.3","V","HO"
"X4330301090600","X4","33","2009-01-03T06:00:00.000",,"74","V","HO"
"X4340301090600","X4","34","2009-01-03T06:00:00.000",,"1011","V","HO"
"X4500301090600","X4","50","2009-01-03T06:00:00.000","2009-01-03T06:57:00.000","1.7","V","HO"
"X4360301090600","X4","36","2009-01-03T06:00:00.000",,"0","V","HO"
"X4400301090600","X4","40","2009-01-03T06:00:00.000","2009-01-03T06:57:00.000","10.5","V","HO"
"X4420301090600","X4","42","2009-01-03T06:00:00.000","2009-01-03T06:24:00.000","10.3","V","HO"
"X4440301090600","X4","44","2009-01-03T06:00:00.000","2009-01-03T06:05:00.000","73","V","HO"
"X4350301090600","X4","35","2009-01-03T06:00:00.000",,"0","V","HO"
"X4320301090700","X4","32","2009-01-03T07:00:00.000",,"10.5","V","HO"
"X4330301090700","X4","33","2009-01-03T07:00:00.000",,"73","V","HO"
"X4340301090700","X4","34","2009-01-03T07:00:00.000",,"1012","V","HO"
"X4350301090700","X4","35","2009-01-03T07:00:00.000",,"0","V","HO"
"X4510301090700","X4","51","2009-01-03T07:00:00.000",,"35","V","HO"
"X4400301090700","X4","40","2009-01-03T07:00:00.000","2009-01-03T07:57:00.000","10.6","V","HO"
"X4420301090700","X4","42","2009-01-03T07:00:00.000","2009-01-03T07:19:00.000","10.4","V","HO"
"X4440301090700","X4","44","2009-01-03T07:00:00.000","2009-01-03T07:58:00.000","71","V","HO"
"X4500301090700","X4","50","2009-01-03T07:00:00.000","2009-01-03T07:45:00.000","2.6","V","HO"
"X4360301090700","X4","36","2009-01-03T07:00:00.000",,"4","V","HO"
"X4320301090800","X4","32","2009-01-03T08:00:00.000",,"10.7","V","HO"
"X4340301090800","X4","34","2009-01-03T08:00:00.000",,"1012","V","HO"
"X4350301090800","X4","35","2009-01-03T08:00:00.000",,"0","V","HO"
"X4360301090800","X4","36","2009-01-03T08:00:00.000",,"22","V","HO"
"X4330301090800","X4","33","2009-01-03T08:00:00.000",,"70","V","HO"
"X4420301090800","X4","42","2009-01-03T08:00:00.000","2009-01-03T08:04:00.000","10.6","V","HO"
"X4440301090800","X4","44","2009-01-03T08:00:00.000","2009-01-03T08:58:00.000","68","V","HO"
